locus_tag	ftype	length_bp	gene	EC_number	COG	product
KGIHCIOD_00950	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
KGIHCIOD_00951	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
KGIHCIOD_00952	CDS	1110	ycbX		COG0633	putative protein YcbX
KGIHCIOD_00953	CDS	543	zapC			Cell division protein ZapC
KGIHCIOD_00954	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
KGIHCIOD_00955	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
KGIHCIOD_00956	CDS	255				hypothetical protein
KGIHCIOD_00957	CDS	687				hypothetical protein
KGIHCIOD_00958	CDS	627	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
KGIHCIOD_00959	CDS	249				IS66 family transposase ISSfl3
KGIHCIOD_00960	CDS	969	sseI			Secreted effector protein SseI
KGIHCIOD_00961	CDS	342				hypothetical protein
KGIHCIOD_00962	CDS	255	oadG_1	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
KGIHCIOD_00963	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
KGIHCIOD_00964	CDS	900	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
KGIHCIOD_00965	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
KGIHCIOD_00966	CDS	666				hypothetical protein
KGIHCIOD_00967	CDS	630				hypothetical protein
KGIHCIOD_00968	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
KGIHCIOD_00969	CDS	471	argR_1		COG1438	Arginine repressor
KGIHCIOD_00970	CDS	264				hypothetical protein
KGIHCIOD_00971	CDS	267				hypothetical protein
KGIHCIOD_00972	CDS	273	yhcO		COG2732	putative protein YhcO
KGIHCIOD_00973	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
KGIHCIOD_00974	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
KGIHCIOD_00975	CDS	204	aaeX			Protein AaeX
KGIHCIOD_00976	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
KGIHCIOD_00977	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
KGIHCIOD_00978	CDS	3801				hypothetical protein
KGIHCIOD_00979	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
KGIHCIOD_00980	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
KGIHCIOD_00981	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
KGIHCIOD_00982	CDS	1053	mreC		COG1792	Cell shape-determining protein MreC
KGIHCIOD_00983	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
KGIHCIOD_00984	CDS	1941	csrD			RNase E specificity factor CsrD
KGIHCIOD_00985	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
KGIHCIOD_00986	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
KGIHCIOD_00987	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
KGIHCIOD_00988	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
KGIHCIOD_00989	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
KGIHCIOD_00990	CDS	243	yhdT		COG3924	putative membrane protein YhdT
KGIHCIOD_00991	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
KGIHCIOD_00992	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
KGIHCIOD_00993	CDS	144				hypothetical protein
KGIHCIOD_00994	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
KGIHCIOD_00995	CDS	297	fis		COG2901	DNA-binding protein Fis
KGIHCIOD_00996	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
KGIHCIOD_00997	CDS	165				hypothetical protein
KGIHCIOD_00998	CDS	2100			COG2200	putative signaling protein
KGIHCIOD_00999	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
KGIHCIOD_01000	CDS	1158	acrE			Multidrug export protein AcrE
KGIHCIOD_01001	CDS	3114	acrF		COG0841	Multidrug export protein AcrF
KGIHCIOD_01002	CDS	222				hypothetical protein
KGIHCIOD_01003	rRNA	111				5S ribosomal RNA
KGIHCIOD_01004	tRNA	76				tRNA-Thr(ggt)
KGIHCIOD_01005	rRNA	83				5S ribosomal RNA (partial)
KGIHCIOD_01006	CDS	246				IS200/IS605 family transposase IS200F
KGIHCIOD_01007	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
KGIHCIOD_01008	CDS	480	pduV_1		COG4917	Propanediol utilization protein PduV
KGIHCIOD_01009	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
KGIHCIOD_01010	CDS	804				hypothetical protein
KGIHCIOD_01011	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
KGIHCIOD_01012	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
KGIHCIOD_01013	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
KGIHCIOD_01014	CDS	1404	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
KGIHCIOD_01015	CDS	840	ftsA_1			Cell division protein FtsA
KGIHCIOD_01016	CDS	1188	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
KGIHCIOD_01017	CDS	1227				hypothetical protein
KGIHCIOD_01018	CDS	1404				hypothetical protein
KGIHCIOD_01019	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
KGIHCIOD_01020	CDS	897	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
KGIHCIOD_01021	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
KGIHCIOD_01022	CDS	495	eutK		COG4577	Ethanolamine utilization protein EutK
KGIHCIOD_01023	CDS	969				hypothetical protein
KGIHCIOD_01024	CDS	1278				hypothetical protein
KGIHCIOD_01025	CDS	330				hypothetical protein
KGIHCIOD_01026	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
KGIHCIOD_01027	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
KGIHCIOD_01028	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
KGIHCIOD_01029	CDS	450	yfeZ			Inner membrane protein YfeZ
KGIHCIOD_01030	CDS	576	yfeY			putative protein YfeY
KGIHCIOD_01031	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
KGIHCIOD_01032	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
KGIHCIOD_01033	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
KGIHCIOD_01034	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
KGIHCIOD_01035	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
KGIHCIOD_01036	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
KGIHCIOD_01037	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
KGIHCIOD_01038	CDS	540				hypothetical protein
KGIHCIOD_01039	CDS	363				hypothetical protein
KGIHCIOD_01040	CDS	720				hypothetical protein
KGIHCIOD_01041	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
KGIHCIOD_01042	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
KGIHCIOD_01043	CDS	240				hypothetical protein
KGIHCIOD_01044	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
KGIHCIOD_01045	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
KGIHCIOD_01046	CDS	258	ptsH_2		COG1925	Phosphocarrier protein HPr
KGIHCIOD_01047	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
KGIHCIOD_01048	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
KGIHCIOD_01049	CDS	987	zipA		COG3115	Cell division protein ZipA
KGIHCIOD_01050	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
KGIHCIOD_01051	CDS	219				hypothetical protein
KGIHCIOD_01052	CDS	999				hypothetical protein
KGIHCIOD_01053	CDS	927	oxyR_1			Hydrogen peroxide-inducible genes activator
KGIHCIOD_01054	CDS	762				hypothetical protein
KGIHCIOD_01055	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
KGIHCIOD_01056	CDS	1257	xapB			Xanthosine permease
KGIHCIOD_01057	CDS	159				hypothetical protein
KGIHCIOD_01058	CDS	885	hcaR_1			Hca operon transcriptional activator HcaR
KGIHCIOD_01059	tRNA	76				tRNA-Lys(ttt)
KGIHCIOD_01060	tRNA	76				tRNA-Val(tac)
KGIHCIOD_01061	tRNA	76				tRNA-Val(tac)
KGIHCIOD_01062	tRNA	76				tRNA-Val(tac)
KGIHCIOD_01063	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
KGIHCIOD_01064	CDS	372				hypothetical protein
KGIHCIOD_01065	CDS	363				hypothetical protein
KGIHCIOD_01066	tRNA	76				tRNA-Ala(ggc)
KGIHCIOD_01067	tRNA	76				tRNA-Ala(ggc)
KGIHCIOD_01068	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
KGIHCIOD_01069	CDS	1092	nupC		COG1972	Nucleoside permease NupC
KGIHCIOD_01070	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
KGIHCIOD_01071	CDS	327				hypothetical protein
KGIHCIOD_01072	CDS	999	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
KGIHCIOD_01073	CDS	1653	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
KGIHCIOD_01074	CDS	1236	yfeO			Putative ion-transport protein YfeO
KGIHCIOD_01075	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
KGIHCIOD_01076	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
KGIHCIOD_01077	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
KGIHCIOD_01078	CDS	114				hypothetical protein
KGIHCIOD_01079	CDS	243				hypothetical protein
KGIHCIOD_01080	CDS	1392	pgtP		COG2271	Phosphoglycerate transporter protein
KGIHCIOD_01081	CDS	1275	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
KGIHCIOD_01082	CDS	2007	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
KGIHCIOD_01083	CDS	1251	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
KGIHCIOD_01084	CDS	96				hypothetical protein
KGIHCIOD_01085	CDS	939	pla	3.4.23.48		Coagulase/fibrinolysin
KGIHCIOD_01086	tRNA	75				tRNA-Arg(cct)
KGIHCIOD_01087	CDS	942	yfdC		COG2116	Inner membrane protein YfdC
KGIHCIOD_01088	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
KGIHCIOD_01089	CDS	1308	fadL		COG2067	Long-chain fatty acid transport protein
KGIHCIOD_01090	CDS	285				hypothetical protein
KGIHCIOD_01091	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
KGIHCIOD_01092	CDS	2148	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
KGIHCIOD_01093	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
KGIHCIOD_01094	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
KGIHCIOD_01095	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
KGIHCIOD_01096	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
KGIHCIOD_01097	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
KGIHCIOD_01098	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
KGIHCIOD_01099	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
KGIHCIOD_01100	CDS	276				hypothetical protein
KGIHCIOD_01101	CDS	2001	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
KGIHCIOD_01102	CDS	1215	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
KGIHCIOD_01103	CDS	657				hypothetical protein
KGIHCIOD_01104	CDS	519				hypothetical protein
KGIHCIOD_01105	CDS	369				hypothetical protein
KGIHCIOD_01106	CDS	249				hypothetical protein
KGIHCIOD_01107	CDS	375				hypothetical protein
KGIHCIOD_01108	CDS	1179	yfcJ_1			putative MFS-type transporter YfcJ
KGIHCIOD_01109	CDS	1002	flk			Flagellar regulator flk
KGIHCIOD_01110	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
KGIHCIOD_01111	CDS	1014	usg		COG0136	USG-1 protein
KGIHCIOD_01112	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
KGIHCIOD_01113	CDS	660	dedA		COG0586	Protein DedA
KGIHCIOD_01114	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
KGIHCIOD_01115	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
KGIHCIOD_01116	CDS	675	dedD			Cell division protein DedD
KGIHCIOD_01117	CDS	489	cvpA		COG1286	Colicin V production protein
KGIHCIOD_01118	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
KGIHCIOD_01119	CDS	1428	rocR		COG3829	Arginine utilization regulatory protein RocR
KGIHCIOD_01120	CDS	1398	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
KGIHCIOD_01121	CDS	1422	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
KGIHCIOD_01122	CDS	1104	orr	5.1.1.12	COG3457	Ornithine racemase
KGIHCIOD_01123	CDS	1407	rocC		COG0833	Amino-acid permease RocC
KGIHCIOD_01124	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
KGIHCIOD_01125	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
KGIHCIOD_01126	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
KGIHCIOD_01127	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
KGIHCIOD_01128	CDS	708	hisM		COG4160	Histidine transport system permease protein HisM
KGIHCIOD_01129	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
KGIHCIOD_01130	CDS	894				Epimerase family protein
KGIHCIOD_01131	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
KGIHCIOD_01132	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
KGIHCIOD_01133	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
KGIHCIOD_01134	CDS	555	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
KGIHCIOD_01135	CDS	1020	gntR_3			HTH-type transcriptional regulator GntR
KGIHCIOD_01136	CDS	444	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
KGIHCIOD_01137	CDS	273				hypothetical protein
KGIHCIOD_01138	CDS	1392	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
KGIHCIOD_01139	CDS	831	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
KGIHCIOD_01140	CDS	954	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
KGIHCIOD_01141	CDS	1521				hypothetical protein
KGIHCIOD_01142	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
KGIHCIOD_01143	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
KGIHCIOD_01144	CDS	456				hypothetical protein
KGIHCIOD_01145	CDS	495				hypothetical protein
KGIHCIOD_01146	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
KGIHCIOD_01147	CDS	1827				hypothetical protein
KGIHCIOD_01148	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
KGIHCIOD_01149	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
KGIHCIOD_01150	CDS	936	hdfR_3			HTH-type transcriptional regulator HdfR
KGIHCIOD_01151	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
KGIHCIOD_01152	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
KGIHCIOD_01153	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
KGIHCIOD_01154	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
KGIHCIOD_01155	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
KGIHCIOD_01156	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
KGIHCIOD_01157	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
KGIHCIOD_01158	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
KGIHCIOD_01159	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
KGIHCIOD_01160	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
KGIHCIOD_01161	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
KGIHCIOD_01162	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
KGIHCIOD_01163	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
KGIHCIOD_01164	CDS	1782				hypothetical protein
KGIHCIOD_01165	CDS	1002	cheV		COG0784	Chemotaxis protein CheV
KGIHCIOD_01166	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
KGIHCIOD_01167	CDS	462	elaA		COG2153	Protein ElaA
KGIHCIOD_01168	CDS	306	elaB		COG4575	Protein ElaB
KGIHCIOD_01169	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
KGIHCIOD_01170	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
KGIHCIOD_01171	CDS	759	menH_1	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KGIHCIOD_01172	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
KGIHCIOD_01173	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
KGIHCIOD_01174	CDS	1368	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
KGIHCIOD_01175	CDS	258	pmrD			Signal transduction protein PmrD
KGIHCIOD_01176	CDS	378	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
KGIHCIOD_01177	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
KGIHCIOD_01178	CDS	1647	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
KGIHCIOD_01179	CDS	900	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
KGIHCIOD_01180	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
KGIHCIOD_01181	CDS	984	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KGIHCIOD_01182	CDS	1140	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
KGIHCIOD_01183	CDS	393	ais_1	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
KGIHCIOD_01184	CDS	216	ais_2	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
KGIHCIOD_01185	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
KGIHCIOD_01186	CDS	567				hypothetical protein
KGIHCIOD_01187	CDS	1197	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
KGIHCIOD_01188	CDS	783	rhmR_2		COG1414	putative HTH-type transcriptional regulator RhmR
KGIHCIOD_01189	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
KGIHCIOD_01190	CDS	1290	rhmT			Inner membrane transport protein RhmT
KGIHCIOD_01191	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
KGIHCIOD_01192	CDS	177				hypothetical protein
KGIHCIOD_01193	CDS	1023	sseL	3.4.22.-		Deubiquitinase SseL
KGIHCIOD_01194	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
KGIHCIOD_01195	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
KGIHCIOD_01196	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
KGIHCIOD_01197	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
KGIHCIOD_01198	CDS	1083	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
KGIHCIOD_01199	CDS	879	gltC_2			HTH-type transcriptional regulator GltC
KGIHCIOD_01200	CDS	1218	cntE			Staphylopine export protein
KGIHCIOD_01201	CDS	255				hypothetical protein
KGIHCIOD_01202	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
KGIHCIOD_01203	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
KGIHCIOD_01204	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
KGIHCIOD_01205	CDS	885				hypothetical protein
KGIHCIOD_01206	CDS	1326	ttuB_3			Putative tartrate transporter
KGIHCIOD_01207	CDS	1203	rspA_1	4.2.1.-	COG4948	D-galactonate dehydratase family member RspA
KGIHCIOD_01208	CDS	2637	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
KGIHCIOD_01209	CDS	2847	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
KGIHCIOD_01210	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
KGIHCIOD_01211	CDS	2670	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
KGIHCIOD_01212	CDS	1137	ompC_1		COG3203	Outer membrane porin C
KGIHCIOD_01213	CDS	1053	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
KGIHCIOD_01214	CDS	1059	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
KGIHCIOD_01215	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
KGIHCIOD_01216	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
KGIHCIOD_01217	CDS	507	eco		COG4574	Ecotin
KGIHCIOD_01218	CDS	132				hypothetical protein
KGIHCIOD_01219	CDS	492	napF_2		COG1145	Ferredoxin-type protein NapF
KGIHCIOD_01220	CDS	264	napD		COG3062	Chaperone NapD
KGIHCIOD_01221	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
KGIHCIOD_01222	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
KGIHCIOD_01223	CDS	870	napH		COG0348	Ferredoxin-type protein NapH
KGIHCIOD_01224	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
KGIHCIOD_01225	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
KGIHCIOD_01226	CDS	618	ccmA_3	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
KGIHCIOD_01227	CDS	657	ccmB_3		COG2386	Heme exporter protein B
KGIHCIOD_01228	CDS	738	ccmC_3		COG0755	Heme exporter protein C
KGIHCIOD_01229	CDS	213	ccmD_3		COG3114	Heme exporter protein D
KGIHCIOD_01230	CDS	480	ccmE_3		COG2332	Cytochrome c-type biogenesis protein CcmE
KGIHCIOD_01231	CDS	1932	ccmF_3		COG1138	Cytochrome c-type biogenesis protein CcmF
KGIHCIOD_01232	CDS	558	dsbE_3		COG0526	Thiol:disulfide interchange protein DsbE
KGIHCIOD_01233	CDS	375				hypothetical protein
KGIHCIOD_01234	CDS	246				IS200/IS605 family transposase IS200F
KGIHCIOD_01235	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
KGIHCIOD_01236	CDS	1374	ribZ			Riboflavin transporter RibZ
KGIHCIOD_01237	CDS	108				hypothetical protein
KGIHCIOD_01238	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
KGIHCIOD_01239	CDS	240				hypothetical protein
KGIHCIOD_01240	CDS	144	mgrB			PhoP/PhoQ regulator MgrB
KGIHCIOD_01241	CDS	288				hypothetical protein
KGIHCIOD_01242	CDS	210	cspC			Cold shock-like protein CspC
KGIHCIOD_01243	CDS	1746	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
KGIHCIOD_01244	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
KGIHCIOD_01245	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
KGIHCIOD_01246	CDS	459				hypothetical protein
KGIHCIOD_01247	CDS	852	manZ_2		COG3716	PTS system mannose-specific EIID component
KGIHCIOD_01248	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
KGIHCIOD_01249	CDS	969	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
KGIHCIOD_01250	CDS	1560				hypothetical protein
KGIHCIOD_01251	CDS	1602	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
KGIHCIOD_01252	CDS	1365	sdaA_1	4.3.1.17	COG1760	L-serine dehydratase 1
KGIHCIOD_01253	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
KGIHCIOD_01254	CDS	1365	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
KGIHCIOD_01255	CDS	180				hypothetical protein
KGIHCIOD_01256	CDS	345	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
KGIHCIOD_01257	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
KGIHCIOD_01258	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
KGIHCIOD_01259	CDS	582	slp		COG3065	Outer membrane protein Slp
KGIHCIOD_01260	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KGIHCIOD_01261	CDS	246				IS200/IS605 family transposase IS200F
KGIHCIOD_01262	CDS	5733				hypothetical protein
KGIHCIOD_01263	CDS	1374	cysG		COG0007	Siroheme synthase
KGIHCIOD_01264	CDS	810	nirC		COG2116	Nitrite transporter NirC
